company	column	pore size	particle size	inner diameter	length	usp	mode	Column name	full description	Metabolights Term
Advanced Chromatography Technologies	ACE C18	100	5	4.6	20	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (20mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	30	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (30mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	50	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (50mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	75	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (75mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	100	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (100mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	150	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (150mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18	100	5	4.6	250	L1		Advanced Chromatography Technologies ACE C18	Advanced Chromatography Technologies ACE C18 (250mm x 4.6 mm, 5 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.075	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.075 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.075	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.075 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.3	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 0.3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.3	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 0.3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.3	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.3	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.5	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 0.5 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.5	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 0.5 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.5	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.5 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	0.5	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.5 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	1	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	1	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	2.1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 2.1 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	3	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 3 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	3	4.6	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 4.6 mm, 3 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.075	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.075 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.075	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.075 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.075	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 0.075 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.1	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 0.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.3	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 0.3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.3	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 0.3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.3	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.3	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.3	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 0.3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.5	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 0.5 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.5	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 0.5 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.5	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 0.5 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.5	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 0.5 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	0.5	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 0.5 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	1	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	1	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	1	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	2.1	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 2.1 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	3	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 3 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	20			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (20mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	30			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (30mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	50			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (50mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	75			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (75mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	100			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (100mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	150			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (150mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-300	300	5	4.6	250			Advanced Chromatography Technologies ACE C18-300	Advanced Chromatography Technologies ACE C18-300 (250mm x 4.6 mm, 5 µm, 300 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.075	100			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (100mm x 0.075 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.075	150			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (150mm x 0.075 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.1	100			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (100mm x 0.1 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.1	150			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (150mm x 0.1 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.3	30			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (30mm x 0.3 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.3	50			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (50mm x 0.3 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.3	100			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (100mm x 0.3 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.3	150			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (150mm x 0.3 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.5	30			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (30mm x 0.5 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.5	50			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (50mm x 0.5 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.5	100			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (100mm x 0.5 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	0.5	150			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (150mm x 0.5 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	1	50			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (50mm x 1 mm, 3 µm, 100 Å)	
Advanced Chromatography Technologies	ACE C18-AR	100	3	1	75			Advanced Chromatography Technologies ACE C18-AR	Advanced Chromatography Technologies ACE C18-AR (75mm x 1 mm, 3 µm, 100 Å)	
