id	bits.on
0359_00001	10,11,12,13,19,20,21,34,144,145,179,180,186,187,193,194,284,285,287,309,333,334,335,336,340,342,345,347,353,367,375,409,421,433,444,459,460,536,580,583,638,680,681,685,689,690,693,697,698,699,700,705,709,710,711,712,713,777,778,798,799,819,861
0359_00002	10,11,12,13,19,20,21,144,145,179,180,186,187,193,194,284,285,287,309,333,334,335,336,340,342,345,347,353,367,375,381,407,421,441,444,453,536,572,580,583,618,638,680,681,685,689,690,691,693,697,698,699,700,702,705,709,710,711,712,713,777,778,798,799,819,820,840,861
0359_00003	10,11,12,19,20,284,285,287,309,333,340,342,345,347,353,367,375,381,407,421,441,444,453,463,536,538,568,572,580,583,618,638,664,680,681,685,689,690,693,697,699,705
0359_00004	10,11,12,19,20,284,285,287,309,333,345,353,381,407,417,421,435,441,442,444,447,453,491,517,536,557,580,583,600,618,638,641,680,681,685,689,690,693,697,699,705
0359_00005	10,11,12,19,20,284,285,287,309,333,345,353,375,381,407,417,421,435,441,442,444,447,453,491,517,525,536,557,580,583,600,618,638,641,661,679,680,681,685,689
0359_00008	10,11,12,19,20,284,285,287,309,333,345,353,375,381,407,421,441,444,453,536,580,583,618,638,680,681,685,689,690,693,697,699,705
0359_00009	10,11,12,13,15,19,20,21,31,284,285,286,287,309,315,333,340,342,345,346,347,352,353,366,367,375,381,391,392,406,407,408,412,421,426,441,444,453,457,536,541,567,568,572,580,583,615,638,640,660,663,664,680,681,685,689,690,693,697,699,705
0359_00010	10,11,12,13,19,20,284,285,287,309,333,345,353,375,381,407,417,421,435,441,442,444,447,453,491,517,525,536,557,580,583,600,618,638,641,661,679,680,681,685
0359_00011	10,11,12,13,19,20,284,285,287,309,333,345,353,375,381,407,417,421,435,441,442,444,447,453,491,517,525,536,557,580,583,600,618,638,641,661,679,680,681,685,689,690,693,697,699,705
0359_00012	10,11,12,13,19,20,284,285,287,309,333,345,353,375,381,407,417,421,435,441,442,444,447,453,491,517,525,536,557,580,583,600,618,638,641,661,679,680,681,685,689,690,693,697,699,705
0359_00015	10,11,12,13,14,19,20,21,22,31,179,180,284,285,287,309,315,333,340,342,345,347,353,367,375,381,406,407,408,412,417,421,426,435,441,442,444,447,453,457,491,517,525,536,557,568,572,580,583,600,615,618,638,640,641,661,663,664,679,680,681,682,685,689,690,691,693,697,699,702,705,783,804,825
0359_00016	10,11,12,13,14,15,19,20,21,22,31,284,285,286,287,315,333,340,342,345,346,347,352,353,366,367,375,381,391,392,406,408,412,417,421,426,435,441,442,444,447,453,457,491,517,525,536,541,557,567,568,580,583,600,615,638,640,641,660,661,663,679,680,681,685,689,690,693,697,699,705
0359_00017	10,11,12,13,14,15,19,20,21,31,284,285,286,287,315,333,340,342,345,346,347,352,353,366,367,375,381,391,392,406,408,412,417,421,426,435,441,442,444,447,453,457,491,517,525,536,541,557,567,568,580,583,600,615,638,640,641,660,661,663,679,680,681,685,689,690,697,699
